MTCONAN_ID,HS,KN,KN_CN,PAIR_ID,SPLIT,LANG,TARGET,ID,generated_response
1054,Do you really want to redefine marriage?,"the government have the right to change the definition of marriage. <EOS> Begin with attacking my assertion of dismantling the definition of Marriage. <EOS> Liz has always believed in the traditional definition of marriage, he said in a statement. <EOS> Furthermore, your definition of marriage is NOT dependent on your neighbors or fellow citizen's marriages. <EOS> I believe the definition of the institution of marriage should be between one man and one woman. <EOS>",Actually it is the government that has the right to change the definition of marriage. I believe the definition of the institution of marriage should be between two people who love each other.,118,train,EN,LGBT+,EN118,"Do you really want to redefine marriage? Is it necessary? What is the right way to live your life? Why do you need a marriage license?

To answer this question, let's take a look at the four most common questions people ask when they ask these questions.
."
914,Our laws have been hijacked by the transgender mafia to criminalize normality and silence us.,"Still, helping LGBT people is the primary thrust of such bills. <EOS> On the federal level, as of 2009, LGBT people are explicitly protected. <EOS> Opponents, however, view the law as discriminatory toward LGBT people and single mothers. <EOS> LaSalvia said that there were plenty of LGBT people attracted to conservative economic policies. <EOS> Read More: Everything You Need to Know About the Debate Over Transgender People and BathroomsOne high-profile example is the case of Chrissy Lee Polis, a transgender woman who was beaten at a Baltimore McDonald's after using the women's restroom. <EOS>","When I heard about the case of Chrissy Lee Polis, a transgender woman who was beaten at a Baltimore McDonald's after using the women's restroom, I didn't think transgender people were criminalizing normality. I thought that senseless hate is spreading violence against who is different from us.",119,train,EN,LGBT+,EN119,"Our laws have been hijacked by the transgender mafia to criminalize normality and silence us. So it is ironic that the trans community is now fighting back against this outrageous law.


Our country needs to stand up for our rights and stop this criminalization of our transgender community. We need to speak out for those who have lost their jobs"
1334,"Homosexuality and bisexuality are a disease, heterosexuality is normal.","With the comparison of sexual orientation to what is often a fatal disease? <EOS> And, contrary to Perry's insinuation, sexual orientation is not like a disease. <EOS> John, 41, a bisexual from California, said his sexual orientation makes him open-minded. <EOS> The American Psychiatric Association affirms those who have integrated their sexual orientation into a positive sense of self function at a healthier psychological level than those who have not. <EOS> also said that the study doesn't explore whether bisexuality played a role in the reported sexual orientation changes. <EOS>",Sexual orientation is not like a disease. The American Psychiatric Association affirms those who have integrated their sexual orientation into a positive sense of self function at a healthier psychological level than those who have not.,120,train,EN,LGBT+,EN120,"Homosexuality and bisexuality are a disease, heterosexuality is normal. A bisexual person may be able to live and reproduce normally without having to undergo the painful process of conversion.

But a person who is attracted to a partner or partner's partner may not be attracted and therefore cannot be bisexual. This is because many"
1052,All homosexuals are trying to undermine the family by trying to impose their sexual preferences.,"Within the context of sexual orientation identity politics , asexuality may pragmatically fulfill the political function of a sexual orientation identity category . <EOS> Pediatrics absolute rates of bullying declined over time for all students, regardless of sexual orientation. <EOS> Research on the etiology of sexual orientation when applied to asexuality has the definitional problem of sexual orientation not consistently being defined by researchers as including asexuality . <EOS> Students who weren't sure about their sexual identity experienced much higher rates of fear and harassment than straight youth. <EOS> While the sexual preferences of many members of Hitler 's inner circle are known , conclusive evidence of Hitler 's sexuality is lacking . <EOS>",Students who aren't sure about their sexual identity experience much higher rates of fear and harassment than straight youth. Who do you think is imposing their sexual preferences in this case?,121,train,EN,LGBT+,EN121,"All homosexuals are trying to undermine the family by trying to impose their sexual preferences.

This isn't a problem for heterosexuals. Many gays are gay, and we have a right to be. We have many other rights, including the right not to have sex with others. But I think that it's important to note that"
917,I wish I live in a country that does not tolerate gay marriage.,"No gay marriage law in any state requires any religious group to perform gay marriage. <EOS> you can help me understand why the religious conservatives say that gay marriage will destroy traditional marriage? <EOS> so, some organizations and individuals will identify a slightly different list of countries where gay marriage is not legal or the right of marriage has been recognized. <EOS> I have seen a lot of articles that try to stress how gay marriage won't harm traditional marriage. <EOS> If supportive of gay marriage, Americans appreciated the role that democracy played in vindicating the constitutional status of gay marriage. <EOS>",No gay marriage law in any state requires any religious group to perform gay marriage. Can you help me understand why the religious conservatives say that gay marriage will destroy traditional marriage?,123,train,EN,LGBT+,EN123,"I wish I live in a country that does not tolerate gay marriage. I wish we didn't have to pay for gay adoption. And I would like to see them stay in the home.

What does it mean for you, Mr. President?
... I'm not going to sit here and talk"
1844,"Fags, lesbians, trans are so few we better ignore them rather than waste time for their rights.","In those areas, you can almost be convinced that the move towards full equal rights for the LGBT community is inevitable. <EOS> One of those neighborhoods is Jackson Heights, a mostly Latino working-class community in Queens where I have spent time documenting a portion of the trans community. <EOS> I don't care if people think what I do for work is disgusting. <EOS> Their stories are often harrowing: abused for being gay or trans, accused of being sinners, forced to leave home to survive. <EOS> Instead, the LGBT community is still fighting a more primary battle - for basic acceptance of their identities, and to convince their families and friends to let them remain a part of their communities. <EOS>","Their stories are often harrowing: abused for being gay or trans, accused of being sinners, forced to leave home to survive. It is not important how many they are. The LGBT community is still fighting a more primary battle - for basic acceptance of their identities, and to convince their families and friends to let them remain a part of their communities.",124,train,EN,LGBT+,EN124,"Fags, lesbians, trans are so few we better ignore them rather than waste time for their rights.

""I don't know how you feel about me. I'm a lesbian. We are friends. And we are both straight. But I still feel like we have to be very careful about it. It's one thing if we don-"
1519,I'm offended by gays: they are acting against our culture and identity,"Modern culture is obsessed with the idea of gays giving straights a moral makeover. <EOS> One journalist, in his early 40s, has been living as a gay man in Pakistan for almost two decades. <EOS> IN PLAIN SIGHT Ali, a gay man who lives in Lahore, is in a support group for lesbian, gay, bisexual and transgender Pakistanis. <EOS> not surprisingly, anxiety disorders topped the list, with a whopping 248 percent increase in lesbian, gay and bisexual people living in states without gay marriage rights. <EOS> Some refugee experts say requiring gays to be discreet is unfair. <EOS>",Modern culture is obsessed with the idea of gays giving straights a moral makeover. Requiring gays to be discreet is unfair: they are just as free of being themselves as you are.,126,train,EN,LGBT+,EN126,"I'm offended by gays: they are acting against our culture and identity.""

A spokesman for the mayor's office said the issue was being reviewed.
.@MayorSnyder says his office is reviewing the letter. No new comments. — Mark S. Tinsley (@MarkSTins) February 12"
1606,The LGBTI community is a bunch of exhibitionists and promiscuous with no morality.,"""I stand in solidarity with my son and the LGBTI community. <EOS> She added that the anti-homosexuality law has led to greater persecution of the LGBTI community in the way of evictions, firings, attacks, etc. <EOS> Liberals have abandoned the LGBTI community and everybody that believes in fairness."" <EOS> past 12 months has been a very difficult time for the LGBTI community,"" he said. <EOS> coalition won and, if nothing else, you should respect the will of the Australian people. <EOS>","I stand in solidarity with the LGBTI community. Anti-homosexuality can lead to great persecution of the LGBTI community in the way of evictions, firings, attacks, etc. To abandon the LGBTI community means to abandon everybody that believes in fairness.",128,train,EN,LGBT+,EN128,"The LGBTI community is a bunch of exhibitionists and promiscuous with no morality.

That's why they call it 'The Pride Rally'.
..
 (Photo: Getty)
'The festival has been the perfect opportunity to showcase a range of diverse, creative and socially conscious themes and ideas. The 'Pride"
1847,"Gay sex is a private kink that gays can perform in their gay houses. Instead, love is possible only between a man and a woman.","I was born loving women but I easily could have been born loving men, he says. <EOS> Support for gay marriage has surged, but the number who fear gay sex hasn't really budged much in years. <EOS> The law makes gay sex punishable by up to 10 years in prison. <EOS> Now the campaign is celebrating its most moving and beautiful moments in an inspiring video that celebrates a year of milestones in the freedom to love. <EOS> I mean, how else to explain that gay sex is rampant across pretty much the entire animal kingdom? <EOS>",I was born loving women but I easily could have been born loving men. How else to explain that gay sex is rampant across pretty much the entire animal kingdom?,131,train,EN,LGBT+,EN131,"Gay sex is a private kink that gays can perform in their gay houses. Instead, love is possible only between a man and a woman. This is where the ""male"" part comes into play.

There are many men who are attracted to women. They are not necessarily heterosexual but are just attracted towards men. However, they do not always have the same physical characteristics. It's"
1836,"Even if homosexuals were accepted by mainstream society, they would still be hated for who they are.","Shunned by mainstream society, transgender individuals in the country of 190 million are often forced into begging, prostitution or dancing to earn a living. <EOS> With that victory, the Mattachine Society grew, spreading chapters across the country. <EOS> The group Mr. Hay founded — one that exists in remnants today — was the Mattachine Society. <EOS> Starting in Los Angeles in 1950, Mr. Hay formed his secret society with a handful of others. <EOS> At the same time, gay people fear that the AIDS crisis has made society at large less receptive to appeals for protecting homosexuals from discrimination. <EOS>","Shunned by mainstream society, transgender individuals in the country are often forced into begging, prostitution or dancing to earn a living. At the same time, the AIDS crisis has made society at large less receptive to appeal for protecting homosexuals from discrimination. We must protect these peole.",132,train,EN,LGBT+,EN132,"Even if homosexuals were accepted by mainstream society, they would still be hated for who they are.

It is also important to note that the most common way in which homosexuals are persecuted is through a lack of recognition and respect. In the United States, the LGBT community is not recognized as a civil rights group. Rather, it is the only"
1833,"I do not like gay actors, especially in action movies. There should be a restriction on them.","If it clashes with fundamental values like equality and dignity, then it must be scrapped, unless an appropriate modification is found. <EOS> First , restrictions may be imposed on LSC so long as they do not discriminate on the basis of "" viewpoint "" or "" opinion "" . <EOS> If a tradition is compatible with fundamental values like equality and dignity, then it has a place in a modern African society. <EOS> The restrictions affected only a small portion of the caseload . <EOS> In short, none of the parties vying for control of Egypt share America's fundamental values of genuine democracy, a free press, women's rights and minority protections. <EOS>","Restrictions may be imposed as long as they do not undermine fundamental values like equality and dignity. So in this case, I think it would not be applicable.",135,train,EN,LGBT+,EN135,"I do not like gay actors, especially in action movies. There should be a restriction on them. But I'm not afraid of it. I don't think it's a big deal. And I've been doing this for years. So I think this is a good way to talk about the issue.

""I think people should stop the"
1851,"People of a different race, including transgenders, are very few. With some effort we can contain them.","Many transgender people report feeling discomfort with their gender as early as they can remember. <EOS> In 2014, eight of 12 murders of transgender and gender non-conforming people involved gunshot wounds. <EOS> Transgender advocates have attacked the laws as discriminatory and accused legislators in some states of attacking the dignity and humanity of transgender and gender non-conforming people. <EOS> Many transgender people cannot afford surgery or choose not to have it. <EOS> After all, many Americans still see transgender people as strange or illegitimate. <EOS>","You can't just contain someone's identity. Many transgender people report feeling discomfort with their gender as early as they can remember. To ""contain"" them would be attacking the dignity and humanity of transgender and gender non-conforming people.",136,train,EN,LGBT+,EN136,"People of a different race, including transgenders, are very few. With some effort we can contain them.

The same principle applies to the black community, as well. The ""black community"" is an ethnic group of people who identify as white. This is true of many of the members of our own community. It is also true for many members"
1513,Gays should not be part of our society.,"Only 2 percent of Pakistanis and Tunisians - who are generally considered cosmopolitan by Mideast standards - said society should accept gays. <EOS> The True Cost of Being Gay in Beijing)Society, however, is nowhere near to accepting equal rights for gays and lesbians. <EOS> Nigeria is the only surveyed country where just one percent say society should accept homosexuality; 98 percent said society shouldn't. <EOS> PFOX believes respecting the lives of those who have made a decision to seek change is part of building a tolerant society. <EOS> My point was gays are NOT minorities because they are part of the majority, and part of the most powerful segment of society. <EOS>",The true cost of being gay in a exclusive society is nowhere near to that of accepting equal rights for gays and lesbians.,137,train,EN,LGBT+,EN137,"Gays should not be part of our society. I believe in freedom and justice, and I respect the right of everyone to do so. It's just that this is not the way we should be doing things in our country.""

""We should celebrate and celebrate the achievements of the past,"
1595,An individual that is a homosexual is against society.,"Sure, why not allow men to marry men and women to marry women? <EOS> Virtually no men or women in the country then identified themselves publicly as homosexual. <EOS> Kershaw speculates that Hitler preferred younger women who were easy to dominate and mold . <EOS> For me, one anomaly jumps out straight away: the gap between men and women. <EOS> you must prove what harm would come about from allowing homosexuals their civil right of marriage. <EOS>",How exactly? You should prove what harm would come about from allowing homosexuals their human rights.,139,train,EN,LGBT+,EN139,"An individual that is a homosexual is against society. In the U.S., there are very few people who are homosexual. But the homosexual are people that are not in the same position. The homosexual do not want to be in a position where they can live with their parents, who they are married"
1610,I'm tired of seeing gay people allowed to turn free as it was normal to be faggots.,"The German Lesbian and Gay Federation has issued statements citing Muslim immigrants as enemies of gay people. <EOS> In 2012 they held their first gay pride parade and have sometimes joined street marches in support of all human rights. <EOS> They then robbed him of $1,450, according to Human Rights Watch. <EOS> As a country and a people, the United States has consistently stood for the protection of fundamental freedoms and universal human rights. <EOS> feature gangs of men berating gay people for their appearance before assaulting them. <EOS>","As a country and a people, the United States has consistently stood for the protection of fundamental freedoms and universal human rights, and this includes the rights od gay people. What is anormal is to see gangs of men berating gay people for their appearance before assaulting them.",140,train,EN,LGBT+,EN140,"I'm tired of seeing gay people allowed to turn free as it was normal to be faggots.

The New York Times writes, ""A growing number of politicians have called for the government to do away with its anti-gay laws. The Republican-controlled Legislature, which passed a law in late August that allows gay marriage, has already put"
1516,Gays are sick. They should be isolated.,"I suspect that a lot of anti-gay men are fighting homosexual urges. <EOS> homosexuality is not just a sexual preference, homosexuality is not gay, but homosexuality is sin. <EOS> Gay, criticizing..homosexuality, invoking religion in everything and, of course', being sore losers rasists against a black president!! <EOS> that homosexuality is no kind of sickness or disease or disorder or malfunction , it is fully on par with heterosexuality ... <EOS> The latest poll results affirmed what many gay and lesbians see as a shift in attitude across the country toward homosexuality. <EOS>","Homosexuality is no kind of sickness or disease or disorder or malfunction , it is fully on par with heterosexuality.",141,train,EN,LGBT+,EN141,"Gays are sick. They should be isolated.

I believe that in the United States there is Mexico's best hope. The last thing that's necessary is a trade war between the two countries, and I think that is going to happen. And I hope that all of you will stand with"
1841,The gay mafia objective is to convert us all to homosexuality.,"Some of the nicest people I have ever met are gay people. <EOS> Experts say the marginalization of gay people in India hinders the fight against the disease. <EOS> the 'Gay Mafia' you know America is recognizing the threat of homofascism,"" columnist Matt Barber wrote. <EOS> ""Maher didn't elaborate on what he considers to be the ""gay mafia,"" but the comment suggested he believes that there is a group of powerful gay people, or activists, who go after companies that disagree with their political views. <EOS> Because of this, many gay people move to bigger cities, such as Beijing, where they can live freer lives. <EOS>","There is nothing as a ""gay mafia"". Some of the nicest people I have ever met are gay people. Many gay people move to bigger cities where they can live freer lives, which is their real objective.",144,train,EN,LGBT+,EN144,"The gay mafia objective is to convert us all to homosexuality. I am proud that I have come out and am a gay man. But if I was to be one of the many people who are gay, I would have been ostracized. That is the only way I could have made it. This is"
2013,"homosexuals should be isolated, isolated from society and should be isolated from the world.","He was told that the expression of such views would not be tolerated. <EOS> Twenty-one years later, most people agree that it is homophobic to criminalise homosexuality. <EOS> Our society is homophobic, and that does not change outside of Syria's borders."" <EOS> society was stronger if more people were married and there were fewer divorces,"" he said. <EOS> Many in the Balkans, perhaps after years of ethnicity-tinged wars, expressed lower racial tolerance. <EOS>","It is homophobic to criminalise homosexuality. Our society is homophobic, and that does not change if we do nothing about it.",145,train,EN,LGBT+,EN145,"homosexuals should be isolated, isolated from society and should be isolated from the world.

What happens to the gay community, after all?
, the homosexual community is a place of violence against gay people. In the same way that any other community would be threatened, but with a different level of social order, and with the"
2105,I did not know the faggots were given the permission to still exist. They should be suppressed.,"I believe that this is why so many incidents of disfigurement-related hate crime go unreported. <EOS> Officers arrested a man and a woman on suspicion of a string of hate-crime-related counts. <EOS> Katharine QuarmbyTo tackle this problem, we must educate young people about the different forms of hate crime. <EOS> In a letter to Edwards, Padilla-Goodman said the bill confuses the purpose of the Hate Crimes Act. <EOS> Since the original enactment of the Hate Crime Statistics Act of 1990, the F.B.I. has updated its reporting methods. <EOS>","I believe that ignorance is why so many incidents of disfigurement-related hate crime go unreported. We must educate young people about the different forms of love, and how they are all valuable.",146,train,EN,LGBT+,EN146,"I did not know the faggots were given the permission to still exist. They should be suppressed. I did what I could to keep them alive.

""You know what? They're dead. You're telling me it's not a matter of you killing them, it was a case of trying to save them.""
: I know."
2111,Gays are sick. They should be isolated.,"I also don't believe that your sexual preferences are a choice for the vast and enormous majority of people. <EOS> MANY gay people do not out themselves to protect their jobs. <EOS> In fact — the bottom line is that — you know, I believe that sexual preference is something that people are born with, he continued. <EOS> Just trying to be heard and for whom sexual preference isn't the issue. <EOS> In exchange, the military brass would not inquire service members about their sexual preference. <EOS>",Homosexuality is not contagious. I also don't believe that sexual preferences are a choice for the vast and enormous majority of people. Sexual preference is something that people are born with.,150,train,EN,LGBT+,EN150,"Gays are sick. They should be isolated. It's time to start treating them.""

The government's action came as a surprise to Mr. Fournier, who said he had not read the proposed rules before.
...



""We've got a lot of"
2112,We should stop gays from marrying and have a ban on same sex relationships.,"I don't believe that opposite-sex and same-sex relationships are the same, but I do believe, with growing numbers of Americans, that the time for denigrating or stigmatizing same-sex relationships is over. <EOS> The data are inescapable: 62% of all Republicans believe in either same-sex marriage or another form of legal recognition of same-sex relationships and 73% of Republicans support employment nondiscrimination protections for gays and lesbians. <EOS> The Western district of the Methodist church has elected an openly gay bishop despite the denomination's ban on same-sex relationships. <EOS> Eighty-five countries and territories currently criminalize same-sex relationships, according to the agency. <EOS> The western district of the United Methodist church (UMC) elected an openly gay bishop on Friday, despite its ban on same-sex relationships. <EOS>","I don't believe that opposite-sex and same-sex relationships are the same, but I do believe, with growing numbers of people, that the time for denigrating or stigmatizing same-sex relationships is over.",151,train,EN,LGBT+,EN151,"We should stop gays from marrying and have a ban on same sex relationships. We should allow the federal government to do whatever it likes with our tax dollars, and we should have the government do the same with all of our businesses.

And we need to be talking about, as we do today, a lot of things"
2117,"All transgenders should leave our country, they are just a burden to society","Here, a Nepalese transgender woman describes the discrimination she faces in society. <EOS> Shunned by mainstream society, transgender individuals in the country of 190 million are often forced into begging, prostitution or dancing to earn a living. <EOS> Cook is not forthcoming beyond that statement about his religious beliefs, probably because people have strong opinions about how appropriate it is for executives to discuss their personal beliefs. <EOS> The effects occurred for males and females of all ages, regardless of what country they lived in. <EOS> If your personal beliefs incite hate speech or persecution of an entire group of people - perhaps that opinion is best kept to yourself, Christine Lakin, who starred in the '90s hit Step by Step, told FoxNews.com. <EOS>","Shunned by mainstream society, transgender individuals are often forced into begging, prostitution or dancing to earn a living. If your personal beliefs incite hate speech or persecution of an entire group of people - perhaps that opinion is best kept to yourself.",153,train,EN,LGBT+,EN153,"All transgenders should leave our country, they are just a burden to society and a detriment to our children,"" she said.

""The country is in peril. The trans community is a national problem. We have to act now.""
.@MaraSaunders: ""I am committed to working for the trans"
2323,Gays are just a bunch of disgusting pricks who should be banned from our country.,"Other surveys suggest the number of bisexuals roughly matches the number of gays. <EOS> Of 28 NATO member countries, a small minority prohibit or restrict service based on sexual orientation. <EOS> Parents and Friends of Ex-Gays & Gays (PFOX) says there's an entire community of people across the world who say that their sexual orientation changed from gay to straight. <EOS> Only 21 states have laws barring employers from refusing to hire people or firing them because of their sexual orientation, and only 16 of those have inclusive workplace nondiscrimination laws that cover bisexual and transgender people as well as gays and lesbians. <EOS> But finding the biological origins of same-sex attraction has the potential to undermine the rights of gays and lesbians. <EOS>","Gays should have more legal tools to be protected with. Of 28 NATO member countries, a small minority prohibit or restrict service based on sexual orientation. 21 states have laws barring employers from refusing to hire people or firing them because of their sexual orientation, and only 16 of those have inclusive workplace nondiscrimination laws that cover bisexual and transgender people as well as gays and lesbians.",154,train,EN,LGBT+,EN154,"Gays are just a bunch of disgusting pricks who should be banned from our country.

The same goes for all the other minorities who are offended by the idea that our government is somehow somehow 'anti-Islamic.'
-
."
2520,Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.,"Beyond elective politics, the bi community continues to struggle to establish its appropriate place in the broader civil rights campaigns being waged on behalf of lesbians, gays and transgender people. <EOS> Gay rights' causes 'not insurmountable'Other issues are on LGBT advocates' agenda as well. <EOS> In exchange, the Mormon church wants gay rights advocates -- and the government -- to back off. <EOS> In doing this, she announced it was now the official policy of the U.S. government to promote the rights of LGBT people everywhere. <EOS> She declared unequivocally that there is no exception for gay people when it comes to human rights. <EOS>",It should be the official policy of the government to promote the rights of LGBT people everywhere. There is no exception for gay people when it comes to human rights.,155,train,EN,LGBT+,EN155,"Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.

""The only way to reduce the number of homosexuals in the UK is to make it more difficult for them to get married.""
, a study in which people in England and Wales surveyed about their attitudes towards homosexuality, found that only 40%"
2815,Homosexuals are sick. They should be isolated and confined.,"The average homosexual , if there be such , is promiscuous . <EOS> Gallup also began asking about homosexuals in specific occupations in 1977. <EOS> Americans have changed their minds on many issues relating to homosexuality. <EOS> Vidal , asserting that homosexuality is as natural as heterosexuality , countered by saying "" The United States is living out some mad Protestant nineteenth - century dream of human behavior .... <EOS> Then the Nazis came to power and enforced the laws against homosexuality. <EOS>",Homosexuality is as natural as heterosexuality. We should just respect others' people lives.,156,train,EN,LGBT+,EN156,"Homosexuals are sick. They should be isolated and confined. The government should not be allowed to create such a situation, and the government must not allow them to be made to feel ashamed of themselves.

(Source: http://www.theatlantic.com/politics/archive/2016/12/"
2823,Gays are sick. They should be isolated and confined.,"Gays and lesbians are not sick, and the medical community agrees. <EOS> American gay activists have sent money to help the community here. <EOS> Nevertheless, the new document doesn't just ban gays who ""practice"" homosexuality, breaking the vows of celibacy. <EOS> that homosexuality is no kind of sickness or disease or disorder or malfunction , it is fully on par with heterosexuality ... <EOS> The latest poll results affirmed what many gay and lesbians see as a shift in attitude across the country toward homosexuality. <EOS>","Gays and lesbians are not sick, and the medical community agrees. Homosexuality is no kind of sickness or disease or disorder or malfunction , it is fully on par with heterosexuality.",160,train,EN,LGBT+,EN160,"Gays are sick. They should be isolated and confined. The majority of Americans are not sick enough to care for their children, and the government is going to say to them, ""Look, we can't do that."" But most of us have a right to be sick, to want to have our kids"
2518,Gay men are a danger to children.,"The children of same-sex couples benefit when their parents can marry.... <EOS> Like opposite-sex couples, same-sex couples have happy, satisfying relationships and form deep emotionalbonds and strong commitments to their partners. <EOS> The number of children who have been raised entirely by stable, same-sex couples is relatively small. <EOS> Same-sex couples receive the same tangible and intangible benefits from marriage that opposite-sex couples receive. <EOS> Approximately eighteen percent of same-sex couples in California are raising children. <EOS>","Like opposite-sex couples, same-sex couples have happy, satisfying relationships and form deep emotionalbonds and strong commitments to their partners. How is this a danger to children?",161,train,EN,LGBT+,EN161,"Gay men are a danger to children. I'm not going to apologize for my actions, I just want to say that there was something wrong with me.

My dad was a good man. He was very good and kind, and I would never have imagined that a man like him"
2817,Homosexuals are sick. They should be isolated and confined.,"Gittings said , "" People like Ellis talked about homosexuality being a sickness . <EOS> that homosexuality is no kind of sickness or disease or disorder or malfunction , it is fully on par with heterosexuality ... <EOS> The average homosexual , if there be such , is promiscuous . <EOS> the attitude that homosexuality is somehow undesirable , some sort of twist or malfunction or failure or or other kind of psychic sickness . <EOS> no female homosexuals attended, or were invited, or all were excluded. <EOS>","Homosexuality is no kind of sickness or disease or disorder or malfunction , it is fully on par with heterosexuality.",163,train,EN,LGBT+,EN163,"Homosexuals are sick. They should be isolated and confined. And while some of them may be welcome in their own homes, they should not be forced to live with anyone else.

So let's be clear on the one hand that it is wrong to force a person to be gay and we should all"
2517,Gay men are just sissies.,"Today, we gay men are enjoying an unprecedented level of acceptance. <EOS> Gay men are told what to do and how to behave. <EOS> But Carr has never claimed to be emblematic of gay men. <EOS> No wonder gay men suffer higher rates of mental distress and suicide. <EOS> Gay men are as misogynistic as straight men, if not more so ... <EOS>","Gay men are told what to do and how to behave. No wonder they suffer higher rates of mental distress and suicide. Today, gay men should be enjoying an higher level of acceptance.",164,train,EN,LGBT+,EN164,"Gay men are just sissies.

""When I'm in a relationship with a man who looks like me, I have a good time,"" he said. ""That's the beauty of it. I don't have to feel sorry for him. He's a pretty young man"
2820,LGBTI people have no right to vote.,"LGBT legal rights should not be contingent on biology or immutability. <EOS> Denial of a legal right solely because of gender is the very essence of sex discrimination. <EOS> ""Why can't any two human beings, I don't care what their sexual orientation is, why can't they have the legal right to do those things? <EOS> To speak out about injustice is deemed rebellion against democracy, and to advocate for LGBTI rights is to be out of your mind. <EOS> In the same interview, Trump said he favored a very strong domestic-partnership law that guaranteed same-sex couples equal legal rights as married, heterosexual couples. <EOS>",LGBT legal rights should not be contingent. Denial of a legal right solely because of gender identification or sexual orientation is the very essence of discrimination.,165,train,EN,LGBT+,EN165,"LGBTI people have no right to vote. It's a privilege to be able to get a vote for your own, and that's what we have to do,"" he said.

""We're not going to put our lives on the line to defend the rights of the LGBTQ community."
2818,I bet gays are ashamed of the horrible things they do in private.,"Before Alabamians accept gay rights, he said, they must accept gay people. <EOS> But here's the thing: There certainly are gay people in Franklin County. <EOS> ""She continued, ""Gay people are the strongest and most inspiring people I know ... <EOS> and I met nine gay, lesbian or bisexual people -- four of them in cohabitating couples. <EOS> Other outspoken Christians routinely say even worse things, comparing gay people to pedophiles, for example. <EOS>",We must accept gay people. They are the strongest and most inspiring people I know.,168,train,EN,LGBT+,EN168,"I bet gays are ashamed of the horrible things they do in private. It's not my fault they're not paying attention to the public, but the people who are paying to see the gay porn videos are the ones who have been paying for the ads, which are really sad and disgusting to me.

I'm"
2519,Gays are sick. They should be isolated urgently. They have no place in civilised society.,"Before Alabamians accept gay rights, he said, they must accept gay people. <EOS> The gay guy next to the guy in the hell hole was gay before DADT was signed and he'll be gay after. <EOS> ""Gay people deserve the same right to be happy in this country as everyone else. <EOS> After all, being gay is a sexual matter and young people are nothing if not sexual. <EOS> don't believe in a small America,"" Obama told the annual dinner of the Human Rights Campaign. <EOS>",Gay people deserve the same right to be happy in this country as everyone else.,170,train,EN,LGBT+,EN170,"Gays are sick. They should be isolated urgently. They have no place in civilised society. And we need to be there. We need a government that works for the people, not for money.

And we also need an end to the persecution of gays and lesbians in Australia and around the world. It's a fundamental human right of"
3061,"Being gay is not about marriage, it is about anal sex without brakes and this is horrible.","that support for same-sex marriage was ""an unstoppable global trend"".""Gay marriage is all about love,"" he said. <EOS> Prohibiting same-sex marriage devalues and denigrates the love of lesbian and gay couples. <EOS> ""This is a virus that is transmitted more easily via anal sex than vaginal sex,"" he said. <EOS> The principles for heterosexual marriage are the same for same-sex marriage—love, commitment, faithfulness, loyalty, honor and respect. <EOS> achieve successful and happy marriages to members of the opposite sex . <EOS>","The principles for heterosexual marriage are the same for same-sex marriage—love, commitment, faithfulness, loyalty, honor and respect. Prohibiting same-sex marriage devalues and denigrates the love of lesbian and gay couples.",172,train,EN,LGBT+,EN172,"Being gay is not about marriage, it is about anal sex without brakes and this is horrible."
3353,The gender we were born into is male or female. We can't change our bodies.,"Might be expressed as both male and female, or shift from one gender to the other. <EOS> whole questioning of what it means to be male or female and the idea that gender doesn't matter anymore, I think is radical gender theory,"" ACL director Lyle Shelton. <EOS> Yet other studies have found similar reversals in male and female-typical patterns among transsexuals in small areas of grey matter. <EOS> GENDERQUEER A gender identity that falls outside of the male/female binary. <EOS> But where do these innate feelings of male and femaleness come from? <EOS>","Gender might be expressed as both male and female, and it is possible to shift from one gender to the other. A gender identity that falls outside of the male/female binary is possible too. We can't change how we feel about it.",173,train,EN,LGBT+,EN173,"The gender we were born into is male or female. We can't change our bodies.

We may think of ourselves as a female or a male, but we are also a man or woman. It's a big deal, because it's just not true. In a way, we're not biological sex. You are a woman"
3351,Trans men aren't worth being with.,"Evidently men say things like that to each other all the time, he says. <EOS> men.)Yet experiences of trans men can provide a unique window into how gender functions in American society. <EOS> Other trans men say they've heard male co-workers sexualize female colleagues when no women are present. <EOS> In the last few months, I've interviewed nearly two dozen trans men and activists about work, relationships and family. <EOS> Many white trans men said they felt it was easier to walk through the world, freed from the myriad expectations placed on women. <EOS>",Experiences of trans men can provide a unique window into how gender functions in our society. Their presence is valuable.,174,train,EN,LGBT+,EN174,"Trans men aren't worth being with. It's a great feeling to be able to feel that you're a man. And it's amazing to see that people are really moving away from that and accepting that it doesn't matter if you are a woman or not.

So, that"
